0 2.037036e-10
1 5.092590e-09
2 6.302080e-08
3 5.146699e-07
4 3.120186e-06
5 1.497689e-05
6 5.928354e-05
7 1.990233e-04
8 5.784115e-04
9 1.478163e-03
10 3.362820e-03
11 6.878495e-03
12 1.275388e-02
13 2.158348e-02
14 3.353148e-02
15 4.806179e-02
16 6.383207e-02
17 7.885138e-02
18 9.089812e-02
19 9.807429e-02
20 9.930021e-02
21 9.457163e-02
22 8.489953e-02
23 7.198004e-02
24 5.773399e-02
25 4.387783e-02
26 3.164267e-02
27 2.168109e-02
28 1.413142e-02
29 8.771228e-03
30 5.189643e-03
31 2.929637e-03
32 1.579258e-03
33 8.135570e-04
34 4.007964e-04
35 1.889469e-04
36 8.528853e-05
37 3.688153e-05
38 1.528642e-05
39 6.075373e-06
40 2.316236e-06
41 8.474034e-07
42 2.976000e-07
43 1.003535e-07
44 3.250084e-08
45 1.011137e-08
46 3.022422e-09
47 8.681424e-10
48 2.396435e-10
49 6.357888e-11
50 1.621261e-11
51 3.973680e-12
52 9.361073e-13
53 2.119488e-13
54 4.611849e-14
55 9.642958e-15
56 1.937201e-15
57 3.738459e-16
58 6.929040e-17
59 1.233134e-17
60 2.106604e-18
61 3.453450e-19
62 5.430828e-20
63 8.189344e-21
64 1.183616e-21
65 1.638853e-22
66 2.172722e-23
67 2.756438e-24
68 3.344208e-25
69 3.877343e-26
70 4.292772e-27
71 4.534619e-28
72 4.566109e-29
73 4.378461e-30
74 3.993866e-31
75 3.461351e-32
76 2.846505e-33
77 2.218056e-34
78 1.635106e-35
79 1.138365e-36
80 7.470518e-38
81 4.611431e-39
82 2.671256e-40
83 1.448271e-41
84 7.327562e-43
85 3.448265e-44
86 1.503604e-45
87 6.048981e-47
88 2.233999e-48
89 7.530332e-50
90 2.300935e-51
91 6.321249e-53
92 1.545958e-54
93 3.324640e-56
94 6.189490e-58
95 9.772879e-60
96 1.272510e-61
97 1.311866e-63
98 1.003979e-65
99 5.070602e-68
100 1.267651e-70
